id.A,id.B,event_type,time_point
28,75,Calls,2009-01-11 17:14:12
28,76,Calls,2009-01-11 17:14:51
76,28,Calls,2009-01-11 17:15:29
60,0,Calls,2009-01-11 17:59:28
0,60,Calls,2009-01-11 17:59:43
28,75,Calls,2009-01-11 18:07:18
28,76,Calls,2009-01-11 18:07:29
75,28,Calls,2009-01-11 18:08:00
1,24,Calls,2009-01-11 18:33:57
24,1,Calls,2009-01-11 18:34:01
76,75,Calls,2009-01-11 18:58:17
75,76,Calls,2009-01-11 18:58:26
28,75,Calls,2009-01-11 18:58:29
28,75,Calls,2009-01-11 18:58:42
75,28,Calls,2009-01-11 18:59:01
75,76,Calls,2009-01-11 19:00:09
76,75,Calls,2009-01-11 19:00:27
75,76,Calls,2009-01-11 19:00:29
28,75,Calls,2009-01-11 19:19:22
75,76,Calls,2009-01-11 19:28:53
76,75,Calls,2009-01-11 19:29:17
24,1,Calls,2009-01-11 21:20:56
1,24,Calls,2009-01-11 21:21:04
60,0,Calls,2009-01-11 21:25:44
0,60,Calls,2009-01-11 21:25:56
62,20,Calls,2009-01-11 21:55:03
60,0,Calls,2009-01-11 23:06:34
0,60,Calls,2009-01-11 23:06:45
60,0,Calls,2009-01-11 23:51:28
0,60,Calls,2009-01-11 23:51:38
60,0,Calls,2009-01-12 01:17:54
0,60,Calls,2009-01-12 01:18:00
0,60,Calls,2009-01-12 01:26:31
60,0,Calls,2009-01-12 01:26:31
60,0,Calls,2009-01-12 01:30:44
60,0,Calls,2009-01-12 01:31:10
0,60,Calls,2009-01-12 01:31:10
6,3,Calls,2009-01-12 01:35:30
57,23,Calls,2009-01-12 02:41:40
23,57,Calls,2009-01-12 02:42:02
57,23,Calls,2009-01-12 02:53:53
23,57,Calls,2009-01-12 02:54:14
60,0,Calls,2009-01-12 03:12:35
0,60,Calls,2009-01-12 03:12:56
57,23,Calls,2009-01-12 05:29:32
23,57,Calls,2009-01-12 05:29:42
42,63,SMS,2009-01-12 08:22:15
63,42,SMS,2009-01-12 08:22:15
63,42,Calls,2009-01-12 13:19:34
57,23,SMS,2009-01-12 15:02:00
61,53,Calls,2009-01-12 16:03:42
57,23,SMS,2009-01-12 17:02:00
23,57,SMS,2009-01-12 17:02:01
57,23,SMS,2009-01-12 17:04:44
23,57,SMS,2009-01-12 17:05:04
57,23,SMS,2009-01-12 18:02:00
23,57,SMS,2009-01-12 18:02:01
23,57,SMS,2009-01-12 18:05:04
57,23,Calls,2009-01-12 19:03:05
23,57,Calls,2009-01-12 19:03:21
26,22,Calls,2009-01-12 19:16:55
22,26,Calls,2009-01-12 19:17:14
17,43,Calls,2009-01-12 19:21:31
22,26,Calls,2009-01-12 19:47:00
26,22,Calls,2009-01-12 19:47:09
28,76,Calls,2009-01-12 19:54:08
32,57,Calls,2009-01-12 20:04:23
57,32,Calls,2009-01-12 20:04:31
32,57,Calls,2009-01-12 20:04:50
26,22,Calls,2009-01-12 20:15:27
22,26,Calls,2009-01-12 20:15:46
57,23,Calls,2009-01-12 20:30:34
23,57,Calls,2009-01-12 20:30:38
66,50,Calls,2009-01-12 21:17:52
50,66,Calls,2009-01-12 21:18:47
57,23,Calls,2009-01-12 22:03:17
66,50,Calls,2009-01-12 22:09:08
23,57,Calls,2009-01-12 22:09:10
57,23,Calls,2009-01-12 22:09:24
50,66,Calls,2009-01-12 22:10:18
57,23,Calls,2009-01-12 22:10:19
23,57,Calls,2009-01-12 22:10:37
57,23,Calls,2009-01-12 22:11:30
23,57,Calls,2009-01-12 22:11:49
25,64,Calls,2009-01-12 22:25:25
28,75,Calls,2009-01-12 22:27:19
25,64,Calls,2009-01-12 22:27:50
75,28,Calls,2009-01-12 22:27:52
28,75,Calls,2009-01-12 22:28:17
75,28,Calls,2009-01-12 22:29:04
25,64,Calls,2009-01-12 22:29:26
75,28,Calls,2009-01-12 22:30:01
0,60,Calls,2009-01-12 23:01:39
60,0,Calls,2009-01-12 23:01:40
59,66,Proximity,2009-01-12 23:19:48
59,66,Proximity,2009-01-12 23:25:01
59,66,Proximity,2009-01-12 23:30:11
59,66,Proximity,2009-01-12 23:35:21
59,66,Proximity,2009-01-12 23:40:32
35,21,Calls,2009-01-12 23:41:58
21,35,Calls,2009-01-12 23:42:26
59,66,Proximity,2009-01-12 23:45:44
59,66,Proximity,2009-01-12 23:50:54
59,66,Proximity,2009-01-12 23:56:05
26,22,Calls,2009-01-13 00:00:52
59,66,Proximity,2009-01-13 00:01:15
26,22,Calls,2009-01-13 00:01:32
22,26,Calls,2009-01-13 00:01:51
59,66,Proximity,2009-01-13 00:06:28
26,22,Calls,2009-01-13 00:07:15
22,26,Calls,2009-01-13 00:07:21
59,66,Proximity,2009-01-13 00:11:38
59,66,Proximity,2009-01-13 00:16:48
59,66,Proximity,2009-01-13 00:21:58
59,66,Proximity,2009-01-13 00:27:11
26,22,Calls,2009-01-13 00:28:23
22,26,Calls,2009-01-13 00:28:29
59,66,Proximity,2009-01-13 00:32:21
59,66,Proximity,2009-01-13 00:37:31
59,66,Proximity,2009-01-13 00:42:42
59,66,Proximity,2009-01-13 00:47:54
59,66,Proximity,2009-01-13 00:53:04
59,66,Proximity,2009-01-13 00:58:15
26,22,Calls,2009-01-13 00:59:52
59,66,Proximity,2009-01-13 01:03:25
3,6,SMS,2009-01-13 01:06:37
51,6,SMS,2009-01-13 01:06:37
59,66,Proximity,2009-01-13 01:08:37
59,66,Proximity,2009-01-13 01:13:48
59,66,Proximity,2009-01-13 01:18:58
59,66,Proximity,2009-01-13 01:24:08
59,66,Proximity,2009-01-13 01:29:21
59,66,Proximity,2009-01-13 01:34:31
59,66,Proximity,2009-01-13 01:39:41
59,66,Proximity,2009-01-13 01:44:52
59,66,Proximity,2009-01-13 01:50:04
59,66,Proximity,2009-01-13 01:55:14
59,66,Proximity,2009-01-13 02:00:25
59,66,Proximity,2009-01-13 02:05:35
3,6,SMS,2009-01-13 02:06:37
59,66,Proximity,2009-01-13 02:10:47
59,66,Proximity,2009-01-13 02:15:58
59,66,Proximity,2009-01-13 02:21:08
59,66,Proximity,2009-01-13 02:26:18
59,66,Proximity,2009-01-13 02:31:31
59,66,Proximity,2009-01-13 02:36:41
59,66,Proximity,2009-01-13 02:41:51
59,66,Proximity,2009-01-13 02:47:02
59,66,Proximity,2009-01-13 02:52:14
59,66,Proximity,2009-01-13 02:57:24
59,66,Proximity,2009-01-13 03:02:35
59,66,Proximity,2009-01-13 03:07:45
59,66,Proximity,2009-01-13 03:12:57
59,66,Proximity,2009-01-13 03:18:08
59,66,Proximity,2009-01-13 03:23:18
60,0,Calls,2009-01-13 03:23:57
0,60,Calls,2009-01-13 03:23:57
59,66,Proximity,2009-01-13 03:28:28
59,66,Proximity,2009-01-13 03:33:41
59,66,Proximity,2009-01-13 03:38:51
59,66,Proximity,2009-01-13 03:44:01
59,66,Proximity,2009-01-13 03:49:12
59,66,Proximity,2009-01-13 03:54:24
59,66,Proximity,2009-01-13 03:59:35
59,66,Proximity,2009-01-13 04:04:45
59,66,Proximity,2009-01-13 04:09:55
23,57,Calls,2009-01-13 04:13:40
23,57,Calls,2009-01-13 04:14:00
57,23,Calls,2009-01-13 04:14:06
59,66,Proximity,2009-01-13 04:15:08
57,23,Calls,2009-01-13 04:15:50
23,57,Calls,2009-01-13 04:15:50
59,66,Proximity,2009-01-13 04:20:18
59,66,Proximity,2009-01-13 04:30:39
59,66,Proximity,2009-01-13 04:35:51
59,66,Proximity,2009-01-13 04:41:01
59,66,Proximity,2009-01-13 04:46:12
60,0,Calls,2009-01-13 04:47:20
0,60,Calls,2009-01-13 04:47:24
51,6,SMS,2009-01-13 04:49:30
3,6,SMS,2009-01-13 04:49:30
6,3,SMS,2009-01-13 04:49:47
60,0,Calls,2009-01-13 04:49:58
51,6,SMS,2009-01-13 04:49:59
3,6,SMS,2009-01-13 04:49:59
0,60,Calls,2009-01-13 04:50:03
6,3,SMS,2009-01-13 04:50:07
6,3,SMS,2009-01-13 04:50:22
0,60,Calls,2009-01-13 04:51:09
60,0,Calls,2009-01-13 04:51:10
3,6,SMS,2009-01-13 04:51:16
51,6,SMS,2009-01-13 04:51:16
59,66,Proximity,2009-01-13 04:51:22
51,6,SMS,2009-01-13 04:53:00
3,6,SMS,2009-01-13 04:53:00
6,3,SMS,2009-01-13 04:53:22
51,6,SMS,2009-01-13 04:56:31
3,6,SMS,2009-01-13 04:56:31
59,66,Proximity,2009-01-13 04:56:34
26,22,Calls,2009-01-13 04:56:45
59,66,Proximity,2009-01-13 05:01:45
59,66,Proximity,2009-01-13 05:06:55
59,66,Proximity,2009-01-13 05:12:05
51,6,SMS,2009-01-13 05:12:22
3,6,SMS,2009-01-13 05:12:22
6,3,SMS,2009-01-13 05:12:44
51,6,SMS,2009-01-13 05:14:20
3,6,SMS,2009-01-13 05:14:20
59,66,Proximity,2009-01-13 05:17:18
59,66,Proximity,2009-01-13 05:22:28
59,66,Proximity,2009-01-13 05:27:38
59,66,Proximity,2009-01-13 05:32:49
60,0,SMS,2009-01-13 05:35:20
25,64,Calls,2009-01-13 05:36:21
59,66,Proximity,2009-01-13 05:38:01
59,66,Proximity,2009-01-13 05:43:11
59,66,Proximity,2009-01-13 05:48:22
3,6,SMS,2009-01-13 05:49:30
6,3,SMS,2009-01-13 05:49:47
3,6,SMS,2009-01-13 05:49:59
6,3,SMS,2009-01-13 05:50:07
6,3,SMS,2009-01-13 05:50:22
3,6,SMS,2009-01-13 05:51:16
3,6,SMS,2009-01-13 05:53:00
6,3,SMS,2009-01-13 05:53:22
59,66,Proximity,2009-01-13 05:53:32
3,6,SMS,2009-01-13 05:56:31
59,66,Proximity,2009-01-13 05:58:45
59,66,Proximity,2009-01-13 06:03:55
3,6,SMS,2009-01-13 06:12:22
6,3,SMS,2009-01-13 06:12:44
3,6,SMS,2009-01-13 06:14:20
60,0,SMS,2009-01-13 06:35:20
0,60,SMS,2009-01-13 08:35:20
60,0,SMS,2009-01-13 08:35:20
60,0,SMS,2009-01-13 09:35:20
51,6,Calls,2009-01-13 09:46:04
3,6,Calls,2009-01-13 09:46:04
63,42,SMS,2009-01-13 10:06:00
24,65,Proximity,2009-01-13 12:05:44
24,65,Proximity,2009-01-13 12:10:58
24,65,Proximity,2009-01-13 12:16:08
24,65,Proximity,2009-01-13 12:21:19
24,65,Proximity,2009-01-13 12:26:29
24,65,Proximity,2009-01-13 12:31:42
24,65,Proximity,2009-01-13 12:36:52
24,65,Proximity,2009-01-13 12:42:03
24,65,Proximity,2009-01-13 12:47:13
24,65,Proximity,2009-01-13 12:52:26
24,65,Proximity,2009-01-13 12:57:37
60,0,Calls,2009-01-13 12:58:57
60,0,Calls,2009-01-13 12:59:44
60,0,Calls,2009-01-13 13:00:23
24,65,Proximity,2009-01-13 13:02:47
24,65,Proximity,2009-01-13 13:07:57
60,0,Calls,2009-01-13 13:08:11
60,0,Calls,2009-01-13 13:09:06
60,0,Calls,2009-01-13 13:10:00
24,65,Proximity,2009-01-13 13:13:10
24,65,Proximity,2009-01-13 13:18:20
24,65,Proximity,2009-01-13 13:23:31
60,0,Calls,2009-01-13 13:25:36
24,65,Proximity,2009-01-13 13:28:41
60,0,Calls,2009-01-13 13:30:25
24,65,Proximity,2009-01-13 13:33:54
24,65,Proximity,2009-01-13 13:39:04
60,0,Calls,2009-01-13 13:42:56
24,65,Proximity,2009-01-13 13:44:15
24,65,Proximity,2009-01-13 13:49:25
60,0,Calls,2009-01-13 13:59:51
25,64,Calls,2009-01-13 14:27:58
63,42,Calls,2009-01-13 15:05:19
75,76,Calls,2009-01-13 15:18:52
25,64,Calls,2009-01-13 16:36:09
25,64,Calls,2009-01-13 16:36:26
75,76,Calls,2009-01-13 17:00:01
75,76,Calls,2009-01-13 17:01:30
75,76,Calls,2009-01-13 17:02:02
75,76,Calls,2009-01-13 17:04:07
59,66,Proximity,2009-01-13 17:15:57
20,26,Calls,2009-01-13 17:49:27
22,26,Calls,2009-01-13 17:51:33
26,22,Calls,2009-01-13 17:51:34
54,11,Calls,2009-01-13 17:59:51
23,57,Calls,2009-01-13 18:04:19
57,23,Calls,2009-01-13 18:04:37
6,3,Calls,2009-01-13 19:18:56
3,6,Calls,2009-01-13 19:19:06
51,6,Calls,2009-01-13 19:19:06
3,8,Calls,2009-01-13 19:19:28
23,57,Calls,2009-01-13 20:18:58
57,23,Calls,2009-01-13 20:18:59
22,26,Calls,2009-01-13 21:59:41
26,22,Calls,2009-01-13 21:59:45
50,66,Calls,2009-01-13 22:50:32
35,21,Calls,2009-01-14 00:06:08
21,35,Calls,2009-01-14 00:06:12
23,57,Calls,2009-01-14 00:06:41
57,23,Calls,2009-01-14 00:06:43
3,6,Calls,2009-01-14 00:19:03
3,6,Calls,2009-01-14 00:19:46
51,6,Calls,2009-01-14 00:20:03
3,6,Calls,2009-01-14 00:20:03
76,70,Calls,2009-01-14 00:32:16
70,76,Calls,2009-01-14 00:32:35
76,70,Calls,2009-01-14 00:46:45
70,76,Calls,2009-01-14 00:47:17
29,59,Calls,2009-01-14 00:52:40
59,29,Calls,2009-01-14 00:52:51
3,6,Calls,2009-01-14 00:55:38
6,3,Calls,2009-01-14 00:56:06
51,6,Calls,2009-01-14 00:56:11
3,6,Calls,2009-01-14 00:56:11
59,29,Calls,2009-01-14 00:59:41
3,6,Calls,2009-01-14 01:01:42
3,6,Calls,2009-01-14 01:07:31
51,6,Calls,2009-01-14 01:07:31
6,3,Calls,2009-01-14 01:07:59
25,64,Calls,2009-01-14 03:51:21
76,70,Calls,2009-01-14 04:07:26
26,22,Calls,2009-01-14 05:40:00
22,26,Calls,2009-01-14 05:40:30
75,4,Proximity,2009-01-14 14:00:01
76,70,Calls,2009-01-14 17:45:22
70,76,Calls,2009-01-14 17:45:51
76,75,Calls,2009-01-14 17:47:06
3,6,Calls,2009-01-14 17:56:30
30,26,Calls,2009-01-14 18:05:48
26,30,Calls,2009-01-14 18:06:00
26,30,Calls,2009-01-14 18:06:14
30,26,Calls,2009-01-14 18:06:28
26,30,Calls,2009-01-14 18:06:29
60,0,SMS,2009-01-14 18:11:00
70,76,Calls,2009-01-14 18:13:44
76,70,Calls,2009-01-14 18:13:47
70,76,Calls,2009-01-14 18:14:00
76,70,Calls,2009-01-14 18:14:07
70,76,Calls,2009-01-14 18:14:35
76,70,Calls,2009-01-14 18:14:36
70,76,Calls,2009-01-14 18:14:44
76,75,Calls,2009-01-14 18:15:08
76,70,Calls,2009-01-14 18:15:27
70,76,Calls,2009-01-14 18:15:35
76,70,Calls,2009-01-14 18:17:50
70,76,Calls,2009-01-14 18:18:19
70,76,Calls,2009-01-14 18:25:09
75,76,Calls,2009-01-14 18:39:47
70,76,Calls,2009-01-14 18:40:43
75,76,Calls,2009-01-14 18:40:47
76,75,Calls,2009-01-14 18:41:05
70,17,Calls,2009-01-14 18:41:41
70,76,Calls,2009-01-14 18:41:41
76,70,Calls,2009-01-14 18:42:01
70,76,Calls,2009-01-14 18:42:23
75,58,Calls,2009-01-14 18:58:39
75,76,Calls,2009-01-14 18:58:39
76,75,Calls,2009-01-14 18:58:41
76,75,Calls,2009-01-14 18:59:24
75,76,Calls,2009-01-14 18:59:39
76,75,Calls,2009-01-14 19:00:27
75,76,Calls,2009-01-14 19:00:35
75,76,Calls,2009-01-14 19:00:52
34,65,Calls,2009-01-14 19:08:27
60,0,Calls,2009-01-14 19:11:28
0,60,Calls,2009-01-14 19:11:45
76,75,Calls,2009-01-14 19:39:12
75,76,Calls,2009-01-14 19:39:36
57,23,Calls,2009-01-14 20:26:54
23,57,Calls,2009-01-14 20:27:14
76,75,Calls,2009-01-14 21:22:05
75,76,Calls,2009-01-14 21:22:09
76,70,Calls,2009-01-14 21:22:55
75,76,Calls,2009-01-14 21:23:01
45,70,Calls,2009-01-14 21:44:18
70,45,Calls,2009-01-14 21:44:43
70,76,Calls,2009-01-14 21:45:17
75,76,Calls,2009-01-14 21:47:33
76,75,Calls,2009-01-14 21:47:54
76,75,Calls,2009-01-14 21:48:06
75,76,Calls,2009-01-14 21:48:16
70,76,Calls,2009-01-14 21:51:14
45,70,Calls,2009-01-14 21:51:55
70,45,Calls,2009-01-14 21:51:56
50,66,Calls,2009-01-14 22:51:40
60,0,Calls,2009-01-14 23:04:25
0,60,Calls,2009-01-14 23:04:44
60,0,Calls,2009-01-14 23:05:53
75,76,Calls,2009-01-14 23:23:26
75,58,Calls,2009-01-14 23:24:40
60,0,Calls,2009-01-14 23:32:21
76,70,Calls,2009-01-14 23:39:11
70,76,Calls,2009-01-14 23:39:17
70,76,Calls,2009-01-14 23:39:33
76,70,Calls,2009-01-14 23:51:01
76,75,Calls,2009-01-14 23:58:46
75,58,Calls,2009-01-14 23:58:56
76,75,Calls,2009-01-14 23:59:00
75,76,Calls,2009-01-14 23:59:15
23,57,Calls,2009-01-15 00:29:29
57,23,Calls,2009-01-15 00:29:35
57,23,Calls,2009-01-15 00:30:15
23,57,Calls,2009-01-15 00:30:25
57,23,Calls,2009-01-15 01:11:49
23,57,Calls,2009-01-15 01:12:07
57,23,Calls,2009-01-15 01:16:39
23,57,Calls,2009-01-15 01:16:55
3,6,Calls,2009-01-15 02:56:30
60,0,Calls,2009-01-15 03:16:38
0,60,Calls,2009-01-15 03:17:00
50,66,Calls,2009-01-15 03:34:57
75,58,Calls,2009-01-15 03:47:12
25,64,Calls,2009-01-15 05:29:10
25,64,Calls,2009-01-15 05:42:07
25,64,Calls,2009-01-15 05:43:56
25,64,Calls,2009-01-15 05:56:00
25,64,Calls,2009-01-15 05:57:31
25,64,Calls,2009-01-15 05:57:40
25,64,Calls,2009-01-15 05:57:59
25,64,Calls,2009-01-15 05:58:28
25,64,Calls,2009-01-15 05:58:41
25,64,Calls,2009-01-15 05:59:09
25,64,Calls,2009-01-15 05:59:37
25,64,Calls,2009-01-15 06:00:08
0,60,Proximity,2009-01-15 07:46:17
60,0,SMS,2009-01-15 09:44:14
60,0,SMS,2009-01-15 10:44:14
60,0,SMS,2009-01-15 12:44:14
0,60,SMS,2009-01-15 12:44:14
63,42,Calls,2009-01-15 13:32:25
63,42,Calls,2009-01-15 13:32:41
60,0,SMS,2009-01-15 13:44:14
24,65,Proximity,2009-01-15 14:29:09
25,64,Calls,2009-01-15 14:43:40
75,76,Calls,2009-01-15 14:50:14
60,0,Calls,2009-01-15 16:13:14
60,0,Calls,2009-01-15 16:20:43
60,0,Calls,2009-01-15 16:27:00
60,0,Calls,2009-01-15 16:34:37
60,0,SMS,2009-01-15 16:37:09
70,76,Calls,2009-01-15 16:42:27
70,76,Calls,2009-01-15 16:43:07
76,70,Calls,2009-01-15 16:43:08
10,15,Calls,2009-01-15 16:55:11
60,0,SMS,2009-01-15 17:37:09
57,23,Calls,2009-01-15 18:07:43
23,57,Calls,2009-01-15 18:07:51
75,76,Calls,2009-01-15 18:10:57
0,60,Calls,2009-01-15 18:11:35
75,76,Calls,2009-01-15 18:11:57
57,23,Calls,2009-01-15 18:20:48
23,57,Calls,2009-01-15 18:21:08
76,75,Calls,2009-01-15 18:54:26
75,76,Calls,2009-01-15 18:54:39
0,60,Calls,2009-01-15 19:15:44
60,0,Calls,2009-01-15 19:15:45
60,0,Calls,2009-01-15 19:19:11
0,60,Calls,2009-01-15 19:30:06
60,0,Calls,2009-01-15 19:30:07
0,60,SMS,2009-01-15 19:37:08
60,0,SMS,2009-01-15 19:37:09
62,20,Calls,2009-01-15 20:26:59
20,62,Calls,2009-01-15 20:27:31
76,75,Calls,2009-01-15 20:32:14
76,75,Calls,2009-01-15 20:32:55
60,0,SMS,2009-01-15 20:37:09
76,75,Calls,2009-01-15 20:40:00
25,64,Calls,2009-01-15 20:45:44
76,39,Calls,2009-01-15 20:45:54
76,75,Calls,2009-01-15 20:50:17
76,41,Proximity,2009-01-15 22:00:53
59,66,Proximity,2009-01-15 22:16:23
59,66,Proximity,2009-01-15 22:21:33
3,6,Calls,2009-01-15 23:00:38
3,6,Calls,2009-01-15 23:00:49
51,6,Calls,2009-01-15 23:00:49
6,3,Calls,2009-01-15 23:01:01
3,6,Calls,2009-01-15 23:12:04
3,8,Calls,2009-01-15 23:12:04
6,3,Calls,2009-01-15 23:12:19
3,6,Calls,2009-01-15 23:12:56
51,6,Calls,2009-01-15 23:12:56
6,3,Calls,2009-01-15 23:13:09
30,15,SMS,2009-01-15 23:15:19
76,41,Proximity,2009-01-15 23:36:37
76,54,Proximity,2009-01-15 23:36:37
60,0,Calls,2009-01-15 23:46:48
0,60,Calls,2009-01-15 23:47:09
26,22,Calls,2009-01-16 00:00:42
45,19,Calls,2009-01-16 00:04:17
19,45,Calls,2009-01-16 00:04:44
45,22,Calls,2009-01-16 00:57:05
22,45,Calls,2009-01-16 00:57:12
25,64,Calls,2009-01-16 01:10:16
11,54,Calls,2009-01-16 01:12:56
54,11,Calls,2009-01-16 01:13:27
25,64,Calls,2009-01-16 01:17:03
11,54,Calls,2009-01-16 01:19:54
54,24,Calls,2009-01-16 01:20:07
54,11,Calls,2009-01-16 01:20:18
25,64,Calls,2009-01-16 02:23:37
25,64,Calls,2009-01-16 02:25:01
25,64,Calls,2009-01-16 02:25:25
25,64,Calls,2009-01-16 02:33:52
25,64,Calls,2009-01-16 02:35:32
60,0,Calls,2009-01-16 02:43:12
11,54,Calls,2009-01-16 03:38:39
54,11,Calls,2009-01-16 03:39:03
28,75,Calls,2009-01-16 04:48:34
54,24,Calls,2009-01-16 07:19:54
54,50,Calls,2009-01-16 07:20:49
50,54,Calls,2009-01-16 07:21:41
0,60,Proximity,2009-01-16 08:36:00
0,60,Proximity,2009-01-16 08:41:39
60,0,SMS,2009-01-16 10:17:46
60,0,SMS,2009-01-16 10:17:51
60,0,SMS,2009-01-16 11:17:46
60,0,SMS,2009-01-16 11:17:51
60,0,SMS,2009-01-16 13:17:46
60,0,SMS,2009-01-16 13:17:51
60,0,SMS,2009-01-16 14:17:46
60,0,SMS,2009-01-16 14:17:51
0,60,SMS,2009-01-16 16:17:50
26,22,Calls,2009-01-16 17:04:43
22,26,Calls,2009-01-16 17:05:39
26,22,Calls,2009-01-16 17:05:43
22,26,Calls,2009-01-16 17:06:45
26,22,Calls,2009-01-16 17:06:46
7,69,Calls,2009-01-16 18:56:13
60,0,Calls,2009-01-16 19:02:15
60,0,Calls,2009-01-16 19:21:04
0,60,Calls,2009-01-16 19:21:28
57,23,Calls,2009-01-16 20:42:47
23,57,Calls,2009-01-16 20:42:54
37,33,Proximity,2009-01-16 20:59:18
37,33,Proximity,2009-01-16 21:04:28
60,0,Calls,2009-01-16 21:05:25
60,0,Calls,2009-01-16 21:05:28
0,60,Calls,2009-01-16 21:05:28
60,0,Calls,2009-01-16 21:06:41
60,0,Calls,2009-01-16 21:08:10
37,33,Proximity,2009-01-16 21:09:38
37,33,Proximity,2009-01-16 21:14:48
37,33,Proximity,2009-01-16 21:20:01
37,33,Proximity,2009-01-16 21:25:11
37,33,Proximity,2009-01-16 21:30:21
25,64,Calls,2009-01-16 21:32:42
37,33,Proximity,2009-01-16 21:35:31
37,33,Proximity,2009-01-16 21:40:44
25,64,Calls,2009-01-16 21:54:40
25,64,Calls,2009-01-16 21:56:13
14,42,Proximity,2009-01-16 22:46:53
60,0,Calls,2009-01-16 23:19:19
0,60,Calls,2009-01-16 23:19:32
60,0,Calls,2009-01-16 23:29:14
0,60,Calls,2009-01-16 23:29:32
1,24,Calls,2009-01-16 23:30:19
14,42,Proximity,2009-01-16 23:30:38
60,0,Calls,2009-01-16 23:31:28
0,60,Calls,2009-01-16 23:31:46
23,57,Calls,2009-01-16 23:41:47
57,23,Calls,2009-01-16 23:41:48
57,23,Calls,2009-01-16 23:43:24
23,57,Calls,2009-01-16 23:43:45
57,23,Calls,2009-01-16 23:48:14
23,57,Calls,2009-01-16 23:48:34
18,25,Calls,2009-01-17 00:09:17
25,18,Calls,2009-01-17 00:09:29
25,64,Calls,2009-01-17 00:34:40
25,64,Calls,2009-01-17 00:34:59
25,64,Calls,2009-01-17 00:36:02
25,64,Calls,2009-01-17 00:36:31
3,6,Calls,2009-01-17 02:11:03
25,64,Calls,2009-01-17 02:14:32
25,64,Calls,2009-01-17 02:27:02
25,64,Calls,2009-01-17 02:29:10
69,7,Calls,2009-01-17 02:55:13
7,69,Calls,2009-01-17 02:55:27
11,54,Calls,2009-01-17 06:19:19
54,11,Calls,2009-01-17 06:19:44
11,54,Calls,2009-01-17 06:20:21
54,11,Calls,2009-01-17 06:20:48
14,47,Calls,2009-01-17 07:40:03
59,66,Proximity,2009-01-17 14:43:41
75,76,Calls,2009-01-17 16:17:04
59,66,Proximity,2009-01-17 17:09:05
18,14,Calls,2009-01-17 18:45:38
14,18,Calls,2009-01-17 18:45:56
18,14,Calls,2009-01-17 18:47:24
14,18,Calls,2009-01-17 18:47:35
70,76,Calls,2009-01-17 20:05:04
14,59,Proximity,2009-01-17 21:00:30
44,13,Proximity,2009-01-17 21:45:24
25,64,Calls,2009-01-17 22:16:25
25,64,Calls,2009-01-17 22:16:45
25,64,Calls,2009-01-17 22:20:31
25,64,Calls,2009-01-17 22:25:02
57,23,Calls,2009-01-17 22:59:50
23,57,Calls,2009-01-17 23:00:07
3,57,Calls,2009-01-18 00:13:36
60,0,Calls,2009-01-18 00:36:09
0,60,Calls,2009-01-18 00:36:15
51,6,Calls,2009-01-18 01:01:30
3,6,Calls,2009-01-18 01:01:30
51,6,Calls,2009-01-18 01:02:10
3,6,Calls,2009-01-18 01:02:10
3,6,Calls,2009-01-18 01:02:57
6,3,Calls,2009-01-18 01:03:04
51,6,Calls,2009-01-18 01:03:51
3,6,Calls,2009-01-18 01:03:51
6,3,Calls,2009-01-18 01:03:55
3,23,Calls,2009-01-18 01:59:54
3,6,Calls,2009-01-18 01:59:54
3,8,Calls,2009-01-18 01:59:54
25,64,Calls,2009-01-18 02:23:24
25,64,Calls,2009-01-18 02:23:32
25,64,Calls,2009-01-18 02:23:41
25,64,Calls,2009-01-18 02:24:05
25,64,Calls,2009-01-18 02:25:07
25,64,Calls,2009-01-18 02:28:09
25,64,Calls,2009-01-18 03:14:12
25,64,Calls,2009-01-18 03:21:55
25,64,Calls,2009-01-18 03:27:29
25,64,Calls,2009-01-18 03:36:10
25,64,Calls,2009-01-18 03:48:45
25,64,Calls,2009-01-18 05:21:36
25,64,Calls,2009-01-18 05:24:03
11,54,Calls,2009-01-18 07:50:19
54,11,Calls,2009-01-18 07:50:48
59,66,Proximity,2009-01-18 15:28:06
69,63,Proximity,2009-01-18 17:03:46
69,63,Proximity,2009-01-18 17:14:07
69,63,Proximity,2009-01-18 17:40:02
18,64,Calls,2009-01-18 17:41:47
59,66,Proximity,2009-01-18 18:11:53
59,66,Proximity,2009-01-18 18:17:03
59,66,Proximity,2009-01-18 18:22:15
59,66,Proximity,2009-01-18 18:27:26
69,63,Proximity,2009-01-18 18:31:53
59,66,Proximity,2009-01-18 18:32:36
59,66,Proximity,2009-01-18 18:37:46
59,66,Proximity,2009-01-18 18:42:59
59,66,Proximity,2009-01-18 18:48:09
69,63,Proximity,2009-01-18 18:52:37
59,66,Proximity,2009-01-18 18:53:19
59,66,Proximity,2009-01-18 18:58:29
59,66,Proximity,2009-01-18 19:03:42
59,66,Proximity,2009-01-18 19:08:52
59,66,Proximity,2009-01-18 19:14:02
59,66,Proximity,2009-01-18 19:19:13
59,66,Proximity,2009-01-18 19:24:25
54,11,Calls,2009-01-18 19:28:50
59,66,Proximity,2009-01-18 19:29:36
59,66,Proximity,2009-01-18 19:34:46
59,66,Proximity,2009-01-18 19:39:56
59,66,Proximity,2009-01-18 19:45:09
0,60,Proximity,2009-01-18 19:47:46
59,66,Proximity,2009-01-18 19:50:19
59,66,Proximity,2009-01-18 19:55:29
